,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
837,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 9.39825794965543e-09]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 9.484660501435371e-09]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.5506268158382852e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 2.6525235896635024e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.967145251719927e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.340338062760793e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.5646292150783836e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.6261159696551175e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.704745301589483e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.2348727768406462e-07]",mexicano
838,"['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.371398550276126e-10]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 4.556093280427831e-10]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 8.434579701344092e-10]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.3182418207312594e-09]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 2.3489801215248463e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.421081751220356e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 3.6689357107988485e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 1.6483311604531536e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 1.9100977577402034e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 2.8825372311303e-08]",partidos
839,"['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 4.2943426592501055e-13]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 1.6283796533400619e-10]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.7105872274214562e-10]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 4.510503304189228e-09]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 5.319914841983575e-09]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 5.925799628769823e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 6.818148046150441e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 8.148567931520745e-09]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 1.1783817588373324e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.4332180220399948e-08]",políticos
840,"['[CLS] mujer [SEP]', array([   4., 1729.,    5.]), 2.2911672559189356e-12]","['[CLS] he [SEP]', array([   4., 1734.,    5.]), 3.644784474232665e-11]","['[CLS] día [SEP]', array([   4., 1726.,    5.]), 3.6786462764837324e-11]","['[CLS] sólo [SEP]', array([   4., 1737.,    5.]), 1.1123624243936092e-10]","['[CLS] uno [SEP]', array([   4., 1745.,    5.]), 5.061059349387165e-10]","['[CLS] donde [SEP]', array([   4., 1748.,    5.]), 7.262933587881548e-10]","['[CLS] estar [SEP]', array([   4., 1712.,    5.]), 7.571590021626662e-10]","['[CLS] ella [SEP]', array([   4., 1749.,    5.]), 8.083091973531964e-10]","['[CLS] acuerdo [SEP]', array([   4., 1708.,    5.]), 1.1363686658327765e-09]","['[CLS] casa [SEP]', array([   4., 1753.,    5.]), 1.1790758369656373e-09]",año
841,"['[CLS] ustedes [SEP]', array([   4., 3331.,    5.]), 2.6577628986501622e-12]","['[CLS] todavía [SEP]', array([   4., 3329.,    5.]), 5.987321749501007e-12]","['[CLS] haces [SEP]', array([   4., 3380.,    5.]), 3.2670111060895124e-10]","['[CLS] mierda [SEP]', array([   4., 3383.,    5.]), 3.710544094204238e-10]","['[CLS] puerta [SEP]', array([   4., 3399.,    5.]), 6.534565111238066e-10]","['[CLS] chica [SEP]', array([   4., 3404.,    5.]), 7.573177640551876e-10]","['[CLS] muerto [SEP]', array([   4., 3435.,    5.]), 1.5620883475619962e-09]","['[CLS] claro [SEP]', array([   4., 3459.,    5.]), 2.3686524963650868e-09]","['[CLS] hermano [SEP]', array([   4., 3216.,    5.]), 2.523601105863804e-09]","['[CLS] minutos [SEP]', array([   4., 3214.,    5.]), 2.612388971812152e-09]",realizar
842,"['[CLS] nuestra [SEP]', array([   4., 2367.,    5.]), 3.2190139442889176e-11]","['[CLS] quieres [SEP]', array([   4., 2368.,    5.]), 4.20088408503716e-11]","['[CLS] tenía [SEP]', array([   4., 2345.,    5.]), 1.5059831159902615e-10]","['[CLS] tenemos [SEP]', array([   4., 2339.,    5.]), 2.9668911771807416e-10]","['[CLS] puedes [SEP]', array([   4., 2331.,    5.]), 5.696849658676229e-10]","['[CLS] haciendo [SEP]', array([   4., 2391.,    5.]), 6.187108603228353e-10]","['[CLS] veces [SEP]', array([   4., 2397.,    5.]), 8.769824866305953e-10]","['[CLS] podría [SEP]', array([   4., 2321.,    5.]), 1.039207497832706e-09]","['[CLS] hijo [SEP]', array([   4., 2320.,    5.]), 1.0941261230357213e-09]","['[CLS] dinero [SEP]', array([   4., 2312.,    5.]), 1.5864637381568514e-09]",actividades
843,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.050299818812107e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 2.9886527697087217e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 9.889696717113594e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 9.917680499071935e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.1700397306579902e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.4063627540881214e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.7587714085685064e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.853746861626206e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.9742921298380196e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.7648463319394097e-07]",ordinarias
844,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.6118041063227793e-09]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.6574458189543293e-09]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 6.191386847653746e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 4.355756755280993e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 4.756448435117022e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.0257125782064946e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.2230068180407727e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.2774368374213196e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.3472336468645096e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.8224840203640014e-07]","intrapartidistas,"
845,"['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.6928933527514687e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 6.616319381258506e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 7.927783651773268e-09]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 9.736249029224098e-09]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.5132151693085802e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 2.5233127698420788e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 2.922556041617952e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 3.598192377385345e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 4.7012631121390314e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 4.7205632514035756e-08]",busca
846,"['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 7.987216443794409e-10]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 1.4501320144688634e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.5645145179377096e-09]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 2.6686941545506215e-09]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.701666890203569e-09]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 4.851774426661848e-09]","['[CLS] mira [SEP]', array([4.000e+00, 4.601e+03, 5.000e+00]), 6.984141931454246e-09]","['[CLS] cuidado [SEP]', array([4.000e+00, 4.499e+03, 5.000e+00]), 1.1210915973336455e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.2507371471848217e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.4755129118526611e-08]",reducirlos
847,"['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.9808266138454655e-10]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 2.0713941673022873e-10]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 7.021334624823794e-10]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.0962309665861767e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.0712598020343762e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.983665841644779e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 8.568085574367501e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 8.895019276700111e-09]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 1.084354539493404e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 1.841623353815436e-08]",tengan
848,"['[CLS] gusta [SEP]', array([   4., 2816.,    5.]), 1.1686096534901935e-11]","['[CLS] amor [SEP]', array([   4., 2807.,    5.]), 7.350775543812915e-11]","['[CLS] hacerlo [SEP]', array([   4., 2791.,    5.]), 3.1756952623140933e-10]","['[CLS] alguna [SEP]', array([   4., 2859.,    5.]), 4.3113235204117473e-10]","['[CLS] visto [SEP]', array([   4., 2770.,    5.]), 9.07156905149975e-10]","['[CLS] idea [SEP]', array([   4., 2757.,    5.]), 1.4308314533195698e-09]","['[CLS] mío [SEP]', array([   4., 2895.,    5.]), 1.6367563970831611e-09]","['[CLS] esas [SEP]', array([   4., 2899.,    5.]), 1.8160194459326817e-09]","['[CLS] conmigo [SEP]', array([   4., 2912.,    5.]), 2.4588825420224225e-09]","['[CLS] sabe [SEP]', array([   4., 2737.,    5.]), 2.482695604655305e-09]",recursos
849,"['[CLS] cuidado [SEP]', array([4.000e+00, 4.499e+03, 5.000e+00]), 6.382205874899682e-11]","['[CLS] mira [SEP]', array([4.000e+00, 4.601e+03, 5.000e+00]), 2.0510715348365238e-10]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 7.973882665268661e-10]","['[CLS] cariño [SEP]', array([4.00e+00, 4.38e+03, 5.00e+00]), 1.2482818112502514e-09]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 3.577492524442505e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 4.848487278330538e-09]","['[CLS] ves [SEP]', array([4.000e+00, 4.199e+03, 5.000e+00]), 6.382402828464251e-09]","['[CLS] somos [SEP]', array([4.000e+00, 4.107e+03, 5.000e+00]), 1.082518907846719e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.889159229051529e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 2.2365845731009415e-08]",época
850,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.656027620062673e-10]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.802923448896877e-10]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.9251805705167158e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 5.929857382902526e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.395907814482626e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 8.148683616759911e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 9.916620302696799e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.0407333939088659e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.1038230751658773e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.5374015682745323e-07]",electoral.
851,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@albertobatun_
852,"['[CLS] ustedes [SEP]', array([   4., 3331.,    5.]), 2.6577628986501622e-12]","['[CLS] todavía [SEP]', array([   4., 3329.,    5.]), 5.987321749501007e-12]","['[CLS] haces [SEP]', array([   4., 3380.,    5.]), 3.2670111060895124e-10]","['[CLS] mierda [SEP]', array([   4., 3383.,    5.]), 3.710544094204238e-10]","['[CLS] puerta [SEP]', array([   4., 3399.,    5.]), 6.534565111238066e-10]","['[CLS] chica [SEP]', array([   4., 3404.,    5.]), 7.573177640551876e-10]","['[CLS] muerto [SEP]', array([   4., 3435.,    5.]), 1.5620883475619962e-09]","['[CLS] claro [SEP]', array([   4., 3459.,    5.]), 2.3686524963650868e-09]","['[CLS] hermano [SEP]', array([   4., 3216.,    5.]), 2.523601105863804e-09]","['[CLS] minutos [SEP]', array([   4., 3214.,    5.]), 2.612388971812152e-09]",realizaras
853,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.5199647923912494e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 3.5506804163532024e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.0201501576823091e-07]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.0229922753346443e-07]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.2039334995606055e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.4640234336524856e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.8193291551635866e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.9150618758032607e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 4.0365549713872184e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.832998096171437e-07]",reportajes
854,"['[CLS] los [SEP]', array([   4., 1065.,    5.]), 1.5963896871085126e-11]","['[CLS] se [SEP]', array([   4., 1062.,    5.]), 6.421696507885599e-11]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 5.823312942965231e-10]","['[CLS] del [SEP]', array([   4., 1072.,    5.]), 1.0083929247173273e-09]","['[CLS] o [SEP]', array([   4., 1074.,    5.]), 1.569751328922564e-09]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 2.7702568017318185e-09]","['[CLS] su [SEP]', array([   4., 1079.,    5.]), 3.499284084718113e-09]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 3.7022882537485202e-09]","['[CLS] no [SEP]', array([   4., 1084.,    5.]), 6.163695220884335e-09]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 8.07139133307544e-09]",?
855,"['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.5559498134365413e-10]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 2.72934230771682e-10]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 4.3387227144364715e-10]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 6.117667483707123e-10]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 8.53669468448004e-10]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 1.416621819849695e-09]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 2.834030010667732e-09]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 3.981037388633979e-09]","['[CLS] se [SEP]', array([   4., 1062.,    5.]), 4.809921572146436e-09]","['[CLS] los [SEP]', array([   4., 1065.,    5.]), 6.619879089342362e-09]",https://t.co/StF7uB1C9b
856,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@albertobatun_
857,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@Hugo_Alday
858,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@EmmanuelReyesC
859,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@msalinas21
860,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@jorge_sanen
861,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@TransformarQRoo
862,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@HumbertoAldanaa
863,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@mario_delgado
