Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
grosera	[['grosera', 2.220446049250313e-16], ['humildad', 5.754550169712047e-10], ['conviene,', 6.8187318014167886e-09], ['estúpida,', 1.630090717963384e-08], ['mexicano.', 1.723105180762019e-08]]	[['grosera', 0], ['humildad', 5.754552390158096e-10], ['conviene,', 6.8187318014167886e-09], ['estúpida,', 1.630090717963384e-08], ['mexicano.', 1.7231051585575585e-08]]
perdieron	[['perdieron', 0], ['esperas', 5.218048215738236e-15], ['irán', 8.104628079763643e-15], ['cobre', 2.0650148258027912e-14], ['pongan', 3.219646771412954e-14]]	[['perdieron', 0], ['esperas', 5.218048215738236e-15], ['irán', 8.104628079763643e-15], ['cobre', 2.0650148258027912e-14], ['pesos', 3.241851231905457e-14]]
actos	[['actos', 0], ['leyes', 2.8310687127941492e-14], ['ataque', 2.8310687127941492e-14], ['vio', 1.1235457009206584e-13], ['buenas', 1.1246559239452836e-13]]	[['actos', 0], ['leyes', 2.808864252301646e-14], ['ataque', 2.808864252301646e-14], ['vio', 1.1213252548714081e-13], ['buenas', 1.1224354778960333e-13]]
“	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
ayer	[['ayer', 0], ['pagos', 1.0658141036401503e-14], ['primeras', 4.318767565791859e-14], ['haz', 9.703349235223868e-14], ['directa', 9.71445146547012e-14]]	[['ayer', 0], ['pagos', 1.0880185641326534e-14], ['primeras', 4.318767565791859e-14], ['directa', 9.71445146547012e-14], ['haz', 9.725553695716371e-14]]
que?	[['que?', 1.1102230246251565e-16], [',y', 2.99831979244658e-08], ['¿por', 5.462361092334334e-07], [',que', 2.316012260528133e-06], ['prepa', 3.2050006985029356e-06]]	[['que?', 0], [',y', 2.9983197702421194e-08], ['¿por', 5.462361092334334e-07], [',que', 2.316012260528133e-06], ['prepa', 3.205000698280891e-06]]
súper	[['súper', 0], ['votado', 2.220446049250313e-16], ['billete', 3.5416114485542494e-14], ['autora', 4.1522341120980855e-14], ['cerdos', 5.517808432387028e-14]]	[['súper', 0], ['votado', 2.220446049250313e-16], ['billete', 3.5416114485542494e-14], ['autora', 4.1522341120980855e-14], ['cerdos', 5.5067062021407764e-14]]
ciudad.	[['ciudad.', 0], ['hombre.', 2.1337018885070336e-07], ['información,', 8.101290440709619e-07], ['otro,', 1.1063463706273424e-06], ['países.', 1.1655064997562192e-06]]	[['ciudad.', 0], ['hombre.', 2.1337018885070336e-07], ['información,', 8.101290440709619e-07], ['otro,', 1.1063463706273424e-06], ['países.', 1.1655064997562192e-06]]
curul	[['curul', 2.220446049250313e-16], ['hizo,', 1.0999517929821678e-07], ['cuiden', 1.1385604803404448e-07], ['quiere.', 1.1625583207219847e-07], ['hoy.', 2.0332573014147926e-07]]	[['curul', 0], ['hizo,', 1.0999517907617218e-07], ['cuiden', 1.1385604814506678e-07], ['quiere.', 1.1625583185015387e-07], ['hoy.', 2.0332573003045695e-07]]
🤭	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
@jenarovillamil	[['@jenarovillamil', 2.220446049250313e-16], ['Layda', 0.000286018627965956], ['desquitar', 0.0003027868819138746], ['layda', 0.00041105210003256065], ['hdtpm', 0.0004120253244657146]]	[['@jenarovillamil', 0], ['Layda', 0.000286018627965845], ['desquitar', 0.00030278688191376357], ['layda', 0.00041105210003244963], ['hdtpm', 0.0004120253244656036]]
Claudia.	[['Claudia.', 2.220446049250313e-16], ['ignorancia.', 1.2512443303691612e-09], ['Claudia,', 5.4544378680354555e-08], ['ignorancia,', 7.246817890216306e-08], ['barata,', 9.07429263952153e-08]]	[['Claudia.', 0], ['ignorancia.', 1.2512444413914636e-09], ['Claudia,', 5.4544378680354555e-08], ['ignorancia,', 7.246817923522997e-08], ['barata,', 9.07429263952153e-08]]
alianza	[['alianza', 2.220446049250313e-16], ['sigues', 9.992007221626409e-16], ['huesos', 4.440892098500626e-15], ['eco', 1.8207657603852567e-14], ['diste', 5.5844218138645374e-14]]	[['alianza', 0], ['sigues', 1.2212453270876722e-15], ['huesos', 4.440892098500626e-15], ['eco', 1.8207657603852567e-14], ['diste', 5.573319583618286e-14]]
#ElReyDelCash	[['#ElReyDelCash', 0], ['#ElReyDelCash3', 0], ['#ElImbecilDePalacio', 6.579181643928678e-12], ['#ElPeorGobiernoDeLaHistoria', 1.4338352727349957e-10], ['#ElPeorPresidenteDeLaHistoria', 1.4338352727349957e-10]]	[['#ElReyDelCash', 0], ['#ElReyDelCash3', 0], ['#ElImbecilDePalacio', 6.579181643928678e-12], ['#ElPeorGobiernoDeLaHistoria', 1.433837493181045e-10], ['#ElPeorPresidenteDeLaHistoria', 1.433837493181045e-10]]
ineptos	[['ineptos', 1.1102230246251565e-16], ['ineptos,', 1.1102230246251565e-16], ['ineptos.', 1.1102230246251565e-16], ['Chairos', 0.00015280259513972272], ['aplauden', 0.0004641272851935163]]	[['ineptos', 0], ['ineptos,', 0], ['ineptos.', 0], ['Chairos', 0.00015280259513972272], ['aplauden', 0.00046412728519362734]]
Gálvez	[['Gálvez', 2.220446049250313e-16], ['@SeleneAvilaF', 3.350984994487938e-05], ['VOTAR', 0.00013272456117363607], ['@rosaicela_', 0.00013707431617515642], ['@vampipe', 0.0003673359630970152]]	[['Gálvez', 0], ['@SeleneAvilaF', 3.35098499449904e-05], ['VOTAR', 0.00013272456117363607], ['@rosaicela_', 0.00013707431617526744], ['@vampipe', 0.00036733596309723726]]
todos,	[['todos,', 2.220446049250313e-16], ['vez.', 5.180824109718429e-07], ['país?', 7.538315658361938e-07], ['puede,', 7.713248231233649e-07], ['clasista', 1.310743602545017e-06]]	[['todos,', 0], ['vez.', 5.180824109718429e-07], ['país?', 7.538315658361938e-07], ['puede,', 7.713248233454095e-07], ['clasista', 1.310743602545017e-06]]
cobrar	[['cobrar', 0], ['LE', 3.1086244689504383e-15], ['discursos', 4.04121180963557e-14], ['orígenes', 8.537615059367454e-14], ['doctora', 9.681144774731365e-14]]	[['cobrar', 0], ['LE', 2.886579864025407e-15], ['discursos', 4.04121180963557e-14], ['orígenes', 8.526512829121202e-14], ['doctora', 9.681144774731365e-14]]
voto.	[['voto.', 0], ['saquearon', 7.07087828288877e-08], ['entregaron', 1.4638305390057837e-07], ['cabecita', 1.5472075065581237e-07], ['Robar', 3.58939895805932e-07]]	[['voto.', 0], ['saquearon', 7.07087828288877e-08], ['entregaron', 1.4638305390057837e-07], ['cabecita', 1.5472075065581237e-07], ['Robar', 3.58939895805932e-07]]
!!!!!	[['!!!', 0], ['!!!!', 0], ['!!!!!', 0], ['!!!!!!', 0], ['¡¡¡', 5.971597660803241e-10]]	[['!!!', 0], ['!!!!', 0], ['!!!!!', 0], ['!!!!!!', 0], ['¡¡¡', 5.971597660803241e-10]]
suerte	[['suerte', 0], ['Sus', 1.1290968160437842e-13], ['Pues', 1.1313172620930345e-13], ['creer', 4.5285997174460135e-13], ['rápido', 1.0197398481182063e-12]]	[['suerte', 0], ['Sus', 1.1290968160437842e-13], ['Pues', 1.1313172620930345e-13], ['creer', 4.5285997174460135e-13], ['rápido', 1.0197398481182063e-12]]
obrador	[['obrador', 0], ['colmo', 1.0909707131023794e-06], ['Basura', 1.2273592104872222e-06], ['Estemos', 1.469818656230082e-06], ['Dios!', 2.412132864781924e-06]]	[['obrador', 0], ['colmo', 1.090970712991357e-06], ['Basura', 1.2273592107092668e-06], ['Estemos', 1.4698186561190596e-06], ['Dios!', 2.412132864781924e-06]]
Buenos	[['Buenos', 0], ['carrera', 6.994405055138486e-14], ['justo', 6.274980535181385e-13], ['Mis', 6.292744103575387e-13], ['jóvenes', 2.506550522696216e-12]]	[['Buenos', 0], ['carrera', 6.972200594645983e-14], ['justo', 6.27387031215676e-13], ['Mis', 6.292744103575387e-13], ['jóvenes', 2.5064395003937534e-12]]
lograr	[['lograr', 0], ['trabajos', 4.496403249731884e-14], ['diferencia', 1.800781745942004e-13], ['menor', 4.051203816857196e-13], ['participar', 7.224221221235894e-13]]	[['lograr', 0], ['trabajos', 4.518607710224387e-14], ['diferencia', 1.8030021919912542e-13], ['menor', 4.0534242629064465e-13], ['participar', 7.226441667285144e-13]]
color	[['color', 0], ['crecimiento', 6.850076061937216e-14], ['Del', 2.7344793096517606e-13], ['Dr', 2.7400304247748863e-13], ['señora', 1.092903545441004e-12]]	[['color', 0], ['crecimiento', 6.850076061937216e-14], ['Del', 2.7344793096517606e-13], ['Dr', 2.738920201750261e-13], ['señora', 1.092903545441004e-12]]
videos	[['videos', 2.220446049250313e-16], ['servirá', 2.1094237467877974e-15], ['credibilidad', 5.773159728050814e-15], ['esquema', 5.3290705182007514e-14], ['legislativa', 1.851852005074761e-13]]	[['videos', 0], ['servirá', 2.1094237467877974e-15], ['credibilidad', 5.88418203051333e-15], ['esquema', 5.3290705182007514e-14], ['legislativa', 1.850741782050136e-13]]
corruptas	[['corruptas', 0], ['peores.', 7.541945623579238e-09], ['ciudadanía,', 1.9805634021707874e-08], ['publica,', 2.070267657305891e-08], ['caíste', 2.9652520772138757e-08]]	[['corruptas', 0], ['peores.', 7.541945623579238e-09], ['ciudadanía,', 1.980563424375248e-08], ['publica,', 2.0702676795103514e-08], ['caíste', 2.9652520661116455e-08]]
Estos	[['Estos', 1.1102230246251565e-16], ['bienes', 6.206146707654625e-14], ['existe', 9.904299602681021e-13], ['asunto', 1.5469847625126931e-12], ['máximo', 5.002664948960955e-12]]	[['Estos', 0], ['bienes', 6.183942247162122e-14], ['existe', 9.903189379656396e-13], ['asunto', 1.546762717907768e-12], ['máximo', 5.002553926658493e-12]]
países	[['países', 0], ['Pa', 1.6654455592401973e-12], ['Hola', 6.668998686620853e-12], ['hombre', 2.6507240846740387e-11], ['caso', 6.027411902920221e-11]]	[['países', 0], ['Pa', 1.6655565815426598e-12], ['Hola', 6.66888766431839e-12], ['hombre', 2.6507240846740387e-11], ['caso', 6.027411902920221e-11]]
morena.	[['morena.', 2.220446049250313e-16], ['morena,', 2.943315889458731e-06], ['morena?', 0.00013774285951195786], ['clasista,', 0.0005911084369849551], ['morena!', 0.0006254004264709678]]	[['morena.', 0], ['morena,', 2.943315889569753e-06], ['morena?', 0.00013774285951206888], ['clasista,', 0.0005911084369849551], ['morena!', 0.0006254004264709678]]
🤮🤮🤮	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
sera	[['sera', 2.220446049250313e-16], ['corren', 7.882583474838611e-15], ['mereces', 5.795364188543317e-14], ['Sigan', 1.468825061579082e-13], ['generado', 1.8107737531636303e-13]]	[['sera', 0], ['corren', 7.549516567451064e-15], ['mereces', 5.784261958297066e-14], ['Sigan', 1.4666046155298318e-13], ['generado', 1.80855330711438e-13]]
honestidad	[['honestidad', 0], ['espuma', 2.220446049250313e-16], ['hazme', 4.551914400963142e-15], ['mientas', 5.551115123125783e-15], ['atiende', 8.326672684688674e-15]]	[['honestidad', 0], ['espuma', 3.3306690738754696e-16], ['hazme', 4.773959005888173e-15], ['mientas', 5.551115123125783e-15], ['atiende', 8.43769498715119e-15]]
@LillyTellez,	[['@LillyTellez', 0], ['@LillyTellez,', 0], ['@LillyTellez.', 0], ['VALE', 1.1977787392591921e-05], ['lambiscona', 5.637871613972667e-05]]	[['@LillyTellez', 0], ['@LillyTellez,', 0], ['@LillyTellez.', 0], ['VALE', 1.1977787392813966e-05], ['lambiscona', 5.637871613972667e-05]]
juicio	[['juicio', 0], ['Vete', 2.2537527399890678e-14], ['reforma', 8.981704269217516e-14], ['secreto', 2.0172752357439094e-13], ['capaz', 2.0228263508670352e-13]]	[['juicio', 0], ['Vete', 2.2426505097428162e-14], ['reforma', 8.970602038971265e-14], ['secreto', 2.0161650127192843e-13], ['capaz', 2.0194956817931597e-13]]
Jamás	[['Jamás', 0], ['¿Será', 7.675885784763636e-07], ['¡Muchas', 2.142549273220773e-06], ['descaro', 2.744284477440573e-06], ['Justicia', 3.1931642267002402e-06]]	[['Jamás', 0], ['¿Será', 7.675885784763636e-07], ['¡Muchas', 2.142549273220773e-06], ['descaro', 2.744284477440573e-06], ['Justicia', 3.1931642267002402e-06]]
sea,	[['sea,', 0], ['verdad,', 2.667196596917165e-08], ['siempre!', 9.238807552325312e-08], ['culero', 1.4298937089929353e-07], ['comerse', 1.4468823428259725e-07]]	[['sea,', 0], ['verdad,', 2.667196596917165e-08], ['siempre!', 9.238807552325312e-08], ['culero', 1.4298937078827123e-07], ['comerse', 1.4468823417157495e-07]]
sienten	[['sienten', 2.220446049250313e-16], ['empleos', 5.3290705182007514e-14], ['Menos', 6.439293542825908e-14], ['bebés', 1.9229062786507711e-13], ['Tener', 1.9317880628477724e-13]]	[['sienten', 0], ['empleos', 5.340172748447003e-14], ['Menos', 6.461498003318411e-14], ['bebés', 1.9229062786507711e-13], ['Tener', 1.9340085088970227e-13]]
muere	[['muere', 0], ['limpieza', 9.658940314238862e-15], ['aparecer', 2.1649348980190553e-14], ['iniciar', 1.5365486660812167e-13], ['trampa', 1.944000516118649e-13]]	[['muere', 0], ['limpieza', 9.43689570931383e-15], ['aparecer', 2.142730437526552e-14], ['iniciar', 1.5354384430565915e-13], ['trampa', 1.944000516118649e-13]]
Norte	[['Norte', 2.220446049250313e-16], ['Ahí', 4.440892098500626e-14], ['mismos', 4.440892098500626e-14], ['vivo', 3.9956926656259384e-13], ['contacto', 1.1067813332488186e-12]]	[['Norte', 0], ['Ahí', 4.440892098500626e-14], ['mismos', 4.440892098500626e-14], ['vivo', 3.9979131116751887e-13], ['contacto', 1.1065592886438935e-12]]
hacer,	[['hacer,', 0], ['todo.', 4.8919211237397064e-08], ['país!', 1.5606162617753938e-07], ['eso.', 2.4999241554635176e-07], ['aquí.', 5.465847694452464e-07]]	[['hacer,', 0], ['todo.', 4.891921101535246e-08], ['país!', 1.5606162639958399e-07], ['eso.', 2.4999241532430716e-07], ['aquí.', 5.465847692232018e-07]]
vean	[['vean', 0], ['federales', 2.6645352591003757e-15], ['compró', 5.662137425588298e-15], ['caminando', 1.021405182655144e-14], ['funcionando', 1.609823385706477e-14]]	[['vean', 0], ['federales', 2.6645352591003757e-15], ['compró', 5.662137425588298e-15], ['caminando', 1.021405182655144e-14], ['funcionando', 1.609823385706477e-14]]
NADIE	[['NADIE', 0], ['comadres', 0.000319976759803553], ['AÑOS', 0.0014381409236111642], ['FAMILIA', 0.0018224063831412396], ['lacayos', 0.0027695091656668724]]	[['NADIE', 0], ['comadres', 0.0003199767598031089], ['AÑOS', 0.0014381409236131626], ['FAMILIA', 0.0018224063831414616], ['lacayos', 0.0027695091656668724]]
MUY	[['MUY', 0], ['pidan', 4.6798641517575845e-08], ['lastima', 1.2273218635838745e-06], ['moreno', 1.2929238829562095e-06], ['metrobus', 1.951529653321238e-06]]	[['MUY', 0], ['pidan', 4.6798641517575845e-08], ['lastima', 1.22732186336183e-06], ['moreno', 1.2929238829562095e-06], ['metrobus', 1.9515296532102155e-06]]
¿O	[['¿O', 1.1102230246251565e-16], ['peña', 6.165165612470602e-07], ['¡Qué', 3.0705761291383027e-06], ['tragan', 3.129408777335918e-06], ['¿La', 5.459277943598018e-06]]	[['¿O', 0], ['peña', 6.165165611360379e-07], ['¡Qué', 3.0705761291383027e-06], ['tragan', 3.1294087772248957e-06], ['¿La', 5.459277943598018e-06]]
vida,	[['vida,', 2.220446049250313e-16], ['lugar.', 3.026054407051504e-09], ['favor.', 1.0382149973064969e-07], ['mal.', 3.7350566028937493e-07], ['nada.', 4.845535113151556e-07]]	[['vida,', 0], ['lugar.', 3.0260546290961088e-09], ['favor.', 1.0382149973064969e-07], ['mal.', 3.7350566028937493e-07], ['nada.', 4.845535113151556e-07]]
¡Qué	[['¡Qué', 0], ['tragan', 2.5308460882556005e-08], ['¿La', 3.848011419504971e-07], ['¡Por', 6.779707797388568e-07], ['¿O', 3.0705761291383027e-06]]	[['¡Qué', 0], ['tragan', 2.5308460882556005e-08], ['¿La', 3.848011419504971e-07], ['¡Por', 6.779707797388568e-07], ['¿O', 3.0705761291383027e-06]]
falto	[['falto', 2.220446049250313e-16], ['comerte', 9.876925621821186e-08], ['nuevo.', 1.2831397588897175e-07], ['señor,', 5.612993799752886e-07], ['cosas,', 7.422108085908263e-07]]	[['falto', 0], ['comerte', 9.876925599616726e-08], ['nuevo.', 1.2831397599999406e-07], ['señor,', 5.612993799752886e-07], ['cosas,', 7.422108085908263e-07]]
S	[['S', 0], ['es', 1.7190249224086074e-11], ['v', 1.725541931563157e-11], ['C', 6.863143386937054e-11], ['se', 4.2652659182351726e-10]]	[['S', 0], ['es', 1.7190360246388536e-11], ['v', 1.725541931563157e-11], ['C', 6.863143386937054e-11], ['se', 4.2652659182351726e-10]]
Sheinbaum.	[['Sheinbaum', 0], ['Sheinbaum.', 0], ['Sheinbaum,', 0], ['Sheimbaum', 5.441094998381857e-05], ['metro???', 9.145450570824387e-05]]	[['Sheinbaum', 0], ['Sheinbaum.', 0], ['Sheinbaum,', 0], ['Sheimbaum', 5.441094998381857e-05], ['metro???', 9.145450570868796e-05]]
electoral	[['electoral', 0], ['guardar', 2.220446049250313e-15], ['Colegio', 8.881784197001252e-15], ['colega', 8.004708007547379e-14], ['propiedades', 3.1896707497480747e-13]]	[['electoral', 0], ['guardar', 2.220446049250313e-15], ['Colegio', 8.659739592076221e-15], ['colega', 7.982503547054876e-14], ['propiedades', 3.1896707497480747e-13]]
quedan	[['quedan', 0], ['canal', 3.097522238704187e-14], ['apenas', 6.972200594645983e-14], ['teatro', 1.2401191185062999e-13], ['je', 2.787770014833768e-13]]	[['quedan', 0], ['canal', 3.11972669919669e-14], ['apenas', 6.983302824892235e-14], ['teatro', 1.241229341530925e-13], ['je', 2.7899904608830184e-13]]
sociales	[['sociales', 0], ['hubiera', 4.154454558147336e-13], ['Aunque', 1.667110893777135e-12], ['come', 2.592703829407128e-12], ['empleo', 5.114131340633321e-12]]	[['sociales', 0], ['hubiera', 4.154454558147336e-13], ['Aunque', 1.6672219160795976e-12], ['come', 2.5928148517095906e-12], ['empleo', 5.1140203183308586e-12]]
simplemente	[['simplemente', 0], ['listo', 1.425526363618701e-13], ['Ellos', 8.885114866075128e-13], ['salvo', 1.2848611063986937e-12], ['Espero', 1.7497114868092467e-12]]	[['simplemente', 0], ['listo', 1.425526363618701e-13], ['Ellos', 8.885114866075128e-13], ['salvo', 1.2850831510036187e-12], ['Espero', 1.7497114868092467e-12]]
ridícula.	[['ridícula.', 2.220446049250313e-16], ['dictadores', 2.6019567611612615e-09], ['PAN.', 2.9020762792875132e-08], ['ridícula,', 4.097196515395751e-08], ['honestidad,', 7.680861247028048e-08]]	[['ridícula.', 0], ['dictadores', 2.6019567611612615e-09], ['PAN.', 2.9020763014919737e-08], ['ridícula,', 4.097196515395751e-08], ['honestidad,', 7.680861269232508e-08]]
Téllez.	[['Téllez', 2.220446049250313e-16], ['Téllez,', 2.220446049250313e-16], ['Téllez.', 2.220446049250313e-16], ['Téllez?', 2.220446049250313e-16], ['PUEDEN', 4.691220385533157e-05]]	[['Téllez', 0], ['Téllez,', 0], ['Téllez.', 0], ['Téllez?', 0], ['PUEDEN', 4.691220385533157e-05]]
acaso	[['acaso', 2.220446049250313e-16], ['existía', 1.27675647831893e-14], ['lleven', 1.84297022087776e-14], ['rutas', 4.163336342344337e-14], ['habíamos', 4.18554080283684e-14]]	[['acaso', 0], ['existía', 1.2989609388114332e-14], ['lleven', 1.865174681370263e-14], ['rutas', 4.18554080283684e-14], ['habíamos', 4.18554080283684e-14]]
maldita	[['maldita', 0], ['alguno', 9.880984919163893e-15], ['piensas', 8.959499808725013e-14], ['construir', 1.5942802633617248e-13], ['ciencia', 1.596500709410975e-13]]	[['maldita', 0], ['alguno', 9.992007221626409e-15], ['piensas', 8.981704269217516e-14], ['construir', 1.5942802633617248e-13], ['ciencia', 1.5998313784848506e-13]]
