palabra,primera N1,segunda N1,tercera N1,cuarta N1,quinta N1
mínimo,"['mínimo', 0]","['blanco', 5.007105841059456e-13]","['amo', 5.020428517354958e-13]","['deja', 7.849276784099857e-13]","['Haz', 1.9991786004425194e-12]"
feliz,"['feliz', 0]","['Están', 2.16382467499443e-13]","['preguntas', 2.1671553440683056e-13]","['podrán', 4.864997293907436e-13]","['comida', 1.9438894938161866e-12]"
noticia,"['noticia', 0]","['ojo', 4.6629367034256575e-15]","['pregunto', 4.2299497238218464e-14]","['jugando', 1.1746159600534156e-13]","['libres', 1.176836406102666e-13]"
puros,"['puros', 0]","['mejore', 2.220446049250313e-16]","['burla', 3.3306690738754696e-16]","['llevaste', 1.4210854715202004e-14]","['imbéciles', 1.5432100042289676e-14]"
pareces,"['pareces', 0]","['golpes', 2.1094237467877974e-15]","['llegará', 4.9960036108132044e-15]","['cabrón', 5.218048215738236e-15]","['deudas', 2.0761170560490427e-14]"
"Kenia,","['Kenia,', 0]","['@Rosario_Reyes_S', 4.3489390073592205e-06]","['@ClaudiAnaya', 2.5442196554981145e-05]","['calaña', 4.9988454804750226e-05]","['Congruencia', 5.1329363811802864e-05]"
número,"['número', 0]","['000', 8.061329381803262e-13]","['Tu', 8.075762281123389e-13]","['persona', 3.2217561951597418e-12]","['creo', 7.242539901142209e-12]"
"AMLO,","['AMLO,', 0]","['AMLO.', 1.1350570849888442e-07]","['AMLO?', 3.916138313520001e-06]","['AMLO!', 2.1440662476557293e-05]","['cínica,', 0.000133727757940294]"
@A_MontielR,"['@A_Gurria', 0]","['@A_MontielR', 0]","['@M_OlgaSCordero', 7.386891458083245e-05]","['@TwitterSeguro', 0.00011026270489256085]","['@g_quadri', 0.00013772519084220836]"
Diputada,"['Diputada', 0]","['ganarle', 3.1327705962702623e-07]","['43%', 4.222560282540755e-07]","['besando', 4.7025483507212584e-07]","['pena,', 4.714160587449001e-07]"
trae,"['trae', 0]","['encontraron', 3.930189507173054e-14]","['analizar', 1.5731860258938468e-13]","['lleve', 3.553823901825126e-13]","['patrimonio', 4.838351941316432e-13]"
medicamentos,"['medicamentos', 0]","['viendo', 6.661338147750939e-15]","['compra', 2.339239912885205e-13]","['puente', 3.1952218648712005e-13]","['TV', 5.260236690673992e-13]"
perra,"['perra', 0]","['brazos', 9.514611321037592e-14]","['Presidenta', 1.368904989362818e-13]","['lectura', 1.3733458814613186e-13]","['siguiendo', 1.8696155734687636e-13]"
payasa,"['payasa', 0]","['SERA', 5.980590533916086e-08]","['Pruebas', 8.967365840995001e-07]","['pongase', 9.863611587501708e-07]","['olviden', 1.29698574669046e-06]"
😡,"['🤣', 0]","['vergüenza', 0]","['😂', 0]","['🤣🤣🤣', 0]","['😂😂😂', 0]"
saquen,"['saquen', 0]","['saqueo', 2.355159400835305e-10]","['desgracias', 9.371024634052816e-08]","['PERO', 1.0463796351611876e-07]","['legisladora', 4.3487806178355015e-07]"
"todo,","['todo,', 0]","['amlo', 3.3966039092447886e-07]","['eso,', 5.205845619027372e-07]","['Coño', 7.003055979559747e-07]","['aquí,', 9.246189321965304e-07]"
representas,"['representas', 0]","['karma', 4.970025806461109e-07]","['amos', 6.413857440712434e-07]","['respetos', 1.4433883385178703e-06]","['Paty', 1.512408006276722e-06]"
R,"['R', 0]","['mi', 1.2185807918285718e-11]","['-', 1.1043521652709387e-10]","['H', 1.9667156792024798e-10]","['(', 3.078352017737984e-10]"
pasan,"['pasan', 0]","['señores', 2.4424906541753444e-15]","['Veo', 2.2537527399890678e-14]","['científica', 3.9968028886505635e-14]","['positivo', 6.250555628639631e-14]"
15,"['15', 0]","['otra', 1.7944534747016405e-12]","['personas', 7.20068449311384e-12]","['mundo', 1.6114665157829222e-11]","['mí', 1.6218804077539062e-11]"
premio,"['premio', 0]","['Cuidado', 8.659739592076221e-15]","['Donde', 3.5083047578154947e-14]","['oficinas', 1.3955503419538218e-13]","['cáncer', 1.3999912340523224e-13]"
ciudadano,"['ciudadano', 0]","['municipales', 2.2093438190040615e-14]","['extranjera', 6.761258219967203e-14]","['organizada', 1.3777867735598193e-13]","['cumplido', 1.673106098110111e-13]"
"senado,","['senado,', 0]","['senado.', 2.756348396193431e-06]","['senado?', 9.411593470443069e-05]","['gobierno!!', 0.00024227428881473667]","['Rébsamen', 0.0002748409378909855]"
tv,"['tv', 0]","['qe', 3.524039504654297e-09]","['cd', 1.1211988959480834e-07]","['pq', 1.893313801293317e-07]","['ls', 2.1911605185831462e-07]"
asesino,"['asesino', 0]","['alcance', 5.706546346573305e-14]","['deberías', 2.278177646530821e-13]","['diálogo', 3.5582647939236267e-13]","['Luis', 9.099387909827783e-13]"
pase,"['pase', 0]","['queremos', 1.887379141862766e-14]","['quizás', 4.718447854656915e-13]","['mía', 9.28812582401406e-13]","['Londres', 1.8973711490843925e-12]"
bancos,"['bancos', 0]","['quiera', 1.2656542480726785e-14]","['preparación', 1.13464793116691e-13]","['sacar', 2.0172752357439094e-13]","['escribir', 8.055778266680136e-13]"
"impuestos,","['impuestos,', 0]","['cáncer.', 1.5714999301863486e-09]","['loca,', 2.3822097405812315e-08]","['diario,', 5.0470281509618076e-08]","['pobres.', 7.765568044160176e-08]"
olvide,"['olvide', 0]","['entregado', 1.509903313490213e-14]","['amado', 5.2513549064769904e-14]","['produzca', 6.972200594645983e-14]","['falla', 8.948397578478762e-14]"
T,"['T', 0]","['una', 1.2907619417745764e-10]","['para', 3.572543372243331e-10]","['di', 3.6377911794005513e-10]","['pro', 5.135205594086756e-10]"
abrazos,"['abrazos', 0]","['cambies', 6.70430502225372e-08]","['cambien', 7.253248812677526e-08]","['ilusa', 2.4337822779330054e-07]","['Ajá', 7.392037775222349e-07]"
Ud,"['Ud', 0]","['música', 8.848477506262498e-14]","['México', 7.983613770079501e-13]","['necesita', 3.198774578550001e-12]","['éxito', 5.646594303243546e-12]"
ofender,"['ofender', 0]","['vocación', 5.440092820663267e-15]","['escritora', 2.55351295663786e-14]","['ahorros', 4.0967229608668276e-14]","['juegan', 4.54081217071689e-14]"
cuidado,"['cuidado', 0]","['dicha', 5.240252676230739e-14]","['documentos', 4.728439861878542e-13]","['esperar', 1.3089529460330596e-12]","['hermana', 1.3148371280635729e-12]"
Twitter,"['Twitter', 0]","['Twitter.', 0]","['Twitter,', 0]","['twitter', 1.3964486446860214e-05]","['@_VicenteSerrano', 1.5488460211932065e-05]"
ciudadanía,"['ciudadanía', 0]","['publica', 5.551115123125783e-16]","['cometer', 5.551115123125783e-16]","['marina', 2.220446049250313e-15]","['Carmen', 4.884981308350689e-15]"
PRIAN,"['PRIAN', 0]","['PRIAN,', 0]","['PRIANRD', 0]","['PRIAN.', 0]","['@quirogamilena_', 0.0002862922524785594]"
Estoy,"['Estoy', 0]","['días', 3.088318489830044e-11]","['siempre', 8.007583485181158e-11]","['Ahora', 9.967138225874805e-11]","['siento', 2.0714674420219126e-10]"
"pruebas,","['pruebas,', 0]","['gobernados', 2.3529467596539178e-08]","['90%', 1.2275906668968162e-07]","['Campeche', 2.6606543812590644e-07]","['llorona', 2.9384444921731756e-07]"
rebsamen,"['rebsamen', 0]","['rebsamen,', 0]","['Ayyy', 2.821604015657009e-06]","['LADY', 3.0852503951517285e-05]","['Rebsamen', 0.00015899158862853202]"
Sí,"['Sí', 0]","['pri', 6.738165581055e-12]","['4', 2.6912361228426107e-11]","['Si', 6.046241285417864e-11]","['fue', 1.6745071995671879e-10]"
alito,"['alito', 0]","['señora?', 4.697404132336658e-09]","['Sueña', 1.3868498016655906e-07]","['exigiendo', 2.0735568095897605e-07]","['Anaya', 3.96808347069566e-07]"
@YosoyPedrero,"['@YosoyPedrero', 0]","['NINGUNA', 0.0003917051502625446]","['@ArgosMediaGroup', 0.0004934759576729064]","['chingadera', 0.001684364801645133]","['chingaderas', 0.001684364801645133]"
@sylbeltrones,"['@sylbeltrones', 0]","['@JavierSolorzano', 1.6715707106262911e-06]","['twits', 2.3820208361335915e-05]","['SÓLO', 3.1233449547696246e-05]","['PÚBLICO', 6.357042450766404e-05]"
mental,"['mental', 0]","['mirada', 9.325873406851315e-15]","['silla', 1.1324274851176597e-13]","['domingo', 1.4810375148499588e-13]","['veremos', 1.8685053504441385e-13]"
prueba,"['prueba', 0]","['fui', 1.5007994846882866e-12]","['pesar', 4.621969473816989e-12]","['texto', 6.040057343170702e-12]","['jefe', 7.648548461247628e-12]"
plátano,"['plátano', 0]","['morbo', 1.3871824730005144e-06]","['carente', 4.9219539098865894e-06]","['DIGA', 5.228544672886137e-06]","['prian', 6.319289550194007e-06]"
acceso,"['acceso', 0]","['Ay', 8.120171202108395e-13]","['llevar', 3.2520652837320085e-12]","['minutos', 5.0530690742789375e-12]","['hermano', 9.891532037897832e-12]"
plan,"['plan', 0]","['vida', 2.6511015605024113e-12]","['están', 2.3804958004802756e-11]","['10', 9.624157026877356e-11]","['mal', 2.1731827448689955e-10]"
renuncia,"['renuncia', 0]","['extrema', 2.3314683517128287e-15]","['empresarios', 5.10702591327572e-15]","['encuesta', 5.218048215738236e-15]","['rosa', 3.7414515929867775e-14]"
cáncer,"['cáncer', 0]","['contratos', 8.881784197001252e-15]","['Donde', 3.497202527569243e-14]","['Cuidado', 7.893685705084863e-14]","['premio', 1.3999912340523224e-13]"
iniciativas,"['iniciativas', 0]","['fuentes', 6.550315845288424e-14]","['funciona', 1.4732659536775827e-13]","['Salud', 2.615685446016869e-13]","['recibido', 4.085620730620576e-13]"
insulto,"['insulto', 0]","['chole', 1.055457998777598e-08]","['suyo.', 4.0887978891568366e-08]","['insulte', 1.6332088148551804e-07]","['noticia,', 1.8174460936215553e-07]"
"madre,","['madre,', 0]","['cosa.', 5.9233959737170494e-08]","['problema,', 8.887192215478734e-08]","['ley,', 1.5875801651077381e-07]","['final,', 3.576985424524892e-07]"
mereces,"['mereces', 0]","['Sigan', 2.020605904817785e-14]","['corren', 2.3425705819590803e-14]","['sera', 5.784261958297066e-14]","['desigualdad', 2.0239365738916604e-13]"
@luisghernan,"['@luisghernan', 0]","['Échale', 0.0005306349135369981]","['@martibatres', 0.0005799015997199897]","['@adan_augusto', 0.0016819893967664479]","['@makugo', 0.0017768464589370536]"
"morena,","['morena,', 0]","['morena.', 2.943315889569753e-06]","['morena?', 0.00010041706110808235]","['morena!', 0.0005425474332279023]","['clasista,', 0.0005730018788714375]"
tantita,"['tantita', 0]","['Jorge', 4.7657588841953924e-07]","['@Milenio', 7.662696264176816e-07]","['¿Cuántos', 1.0445835118000346e-06]","['salio', 1.7166831337567245e-06]"
tarde,"['tarde', 0]","['amigo', 1.8190782213878265e-11]","['24', 1.8362755760392702e-11]","['allí', 2.5013657811712164e-11]","['agua', 1.0060663413469229e-10]"
movimientos,"['movimientos', 0]","['infraestructura', 1.7963408538435033e-13]","['seguido', 2.454703107446221e-13]","['fuertes', 4.984901380566953e-13]","['té', 6.03073146976385e-13]"
elección,"['elección', 0]","['decidió', 2.120525977034049e-14]","['consumo', 8.459899447643693e-14]","['vemos', 1.9051427102567686e-13]","['café', 5.286882043264995e-13]"
Felipe,"['Felipe', 0]","['encargo', 5.218048215738236e-15]","['protocolo', 2.098321516541546e-14]","['moda', 3.275157922644212e-14]","['enfrentar', 4.729550084903167e-14]"
denuncias,"['denuncias', 0]","['criminales', 6.661338147750939e-16]","['utilidad', 1.8762769116165146e-14]","['Vicente', 3.7192471324942744e-14]","['EU', 4.8405723873656825e-14]"
criticar,"['criticar', 0]","['honestamente', 2.220446049250313e-16]","['recetas', 6.661338147750939e-16]","['tuberías', 1.0658141036401503e-14]","['echando', 1.6986412276764895e-14]"
perros,"['perros', 0]","['QUE', 1.354472090042691e-14]","['vea', 3.064215547965432e-14]","['reformas', 3.064215547965432e-14]","['agradecer', 5.4511950509095186e-14]"
propaganda,"['propaganda', 0]","['hilo', 7.771561172376096e-16]","['narco', 1.6653345369377348e-15]","['olvidó', 1.27675647831893e-14]","['humilde', 3.8968828164342995e-14]"
8,"['8', 0]","['puede', 4.2523762289192746e-12]","['do', 1.703248653228684e-11]","['años', 3.806843729137199e-11]","['am', 3.837419271235376e-11]"
Cállate,"['Cállate', 0]","['visión', 4.107825191113079e-14]","['masa', 4.107825191113079e-14]","['Buena', 1.6353585152728556e-13]","['interesante', 1.6420198534206065e-13]"
❤️,"['🤣', 0]","['vergüenza', 0]","['😂', 0]","['🤣🤣🤣', 0]","['😂😂😂', 0]"
bonita,"['bonita', 0]","['llevará', 2.4646951146678475e-14]","['hacerte', 1.340039190722564e-13]","['trabajado', 2.744471316873387e-13]","['hablamos', 4.642952688982405e-13]"
piensan,"['piensan', 0]","['invitación', 1.0547118733938987e-14]","['internet', 4.18554080283684e-14]","['poderoso', 4.196643033083092e-14]","['darse', 9.403589018575076e-14]"
cantidad,"['cantidad', 0]","['contar', 7.646105970593453e-13]","['pagar', 2.1155299734232358e-12]","['necesidades', 4.142020060271534e-12]","['pensar', 8.525624650701502e-12]"
punto,"['punto', 0]","['dinero', 1.889310929925614e-11]","['poder', 2.7182367468014945e-11]","['Estás', 7.524603162778476e-11]","['total', 9.096912112482869e-11]"
independencia,"['independencia', 0]","['escuelas', 4.3076653355456074e-14]","['salió', 9.681144774731365e-14]","['directa', 3.871347686867921e-13]","['pagos', 6.885603198725221e-13]"
policías,"['policías', 0]","['conducta', 1.1435297153639112e-14]","['Feliz', 2.5868196473766147e-14]","['ganas', 2.609024107869118e-14]","['socios', 4.5852210917018965e-14]"
Cuanto,"['Cuanto', 0]","['Habrá', 8.881784197001252e-16]","['maravillosa', 1.5021317523178368e-13]","['casco', 2.2659651932599445e-13]","['alas', 2.278177646530821e-13]"
#CDMX,"['#CDMX', 0]","['#LigaDeGuerreros', 2.0684977952045713e-05]","['#mexico', 0.00011337816779921628]","['#JoseRamonLopezBeltran204', 0.00029413824496393737]","['@MiguelTorrucoG', 0.0004594024131120422]"
video,"['video', 0]","['piel', 1.5210055437364645e-14]","['distrito', 6.106226635438361e-14]","['vive', 5.477840403500522e-13]","['presentó', 7.454037387333301e-13]"
asquerosa,"['asquerosa', 0]","['familias.', 2.636970989344789e-07]","['anteriores.', 2.91584245193377e-07]","['públicos,', 4.3001924776575606e-07]","['SIGUE', 4.387011824924514e-07]"
manda,"['manda', 0]","['lejos', 5.1514348342607263e-14]","['administración', 2.0605739337042905e-13]","['natural', 4.625189120588402e-13]","['jugar', 1.2894130207996568e-12]"
hechos,"['hechos', 0]","['planta', 7.972511539833249e-13]","['existen', 2.227329432002989e-12]","['indica', 2.6748603332293897e-12]","['mandato', 3.182010210878161e-12]"
@tweet_stamp,"['@tweet_stamp', 0]","['desquiciada', 3.7097238660965814e-05]","['@m_ebrard', 9.952234026922024e-05]","['@la_4tv', 0.00010860601962159322]","['¿no?', 0.0001996570809311704]"
presente,"['presente', 0]","['pal', 3.440359108708435e-12]","['manera', 3.4526825842817743e-12]","['alguien', 2.1444734876752136e-11]","['vamos', 3.118594271711572e-11]"
experiencia,"['experiencia', 0]","['habitantes', 2.992051051364797e-13]","['conocido', 1.1961542867311437e-12]","['informes', 1.868172283536751e-12]","['mejorar', 3.657962821534966e-12]"
Che,"['Che', 0]","['inocente', 8.326672684688674e-15]","['crímenes', 3.0597746558669314e-13]","['cámaras', 3.590461261637756e-13]","['permitió', 7.661649092938205e-13]"
alarmas,"['alarmas', 0]","['pondrás', 1.9414897023395383e-07]","['fascista', 5.52811949883214e-07]","['manches', 2.082464442665355e-06]","['VAS', 2.415889919449299e-06]"
regresar,"['regresar', 0]","['escribir', 1.2434497875801753e-14]","['costa', 1.127986593019159e-13]","['sacar', 3.141931159689193e-13]","['preparación', 4.525269048372138e-13]"
"tu,","['tu,', 0]","['tik', 1.3368902318511289e-08]","['qué,', 2.813951357483191e-07]","['ver,', 2.8247259109548395e-07]","['ah!', 1.0094546151195871e-06]"
👇,"['🤣', 0]","['vergüenza', 0]","['😂', 0]","['🤣🤣🤣', 0]","['😂😂😂', 0]"
MEXICO,"['MEXICO', 0]","['MEXICO,', 0]","['narcotraficante', 3.9408698985443635e-05]","['neoliberales', 0.0003429787697402098]","['neoliberal', 0.0003429787697402098]"
30,"['30', 0]","['Esto', 9.95892257549258e-12]","['san', 1.7587153955389567e-11]","['noche', 7.008182922874084e-11]","['estos', 1.0929535054771122e-10]"
madre.,"['madre.', 0]","['problema.', 8.787245886487938e-08]","['ley.', 1.5697430721939298e-07]","['Presidente,', 3.18019941603076e-07]","['gober', 8.696221311943475e-07]"
ojos,"['ojos', 0]","['and', 1.3133938381315602e-13]","['dirección', 5.258016244624741e-13]","['importancia', 1.1838308111578044e-12]","['principales', 3.274158721922049e-12]"
entender,"['entender', 0]","['pasando', 2.404743071338089e-13]","['género', 9.633405184672483e-13]","['viaje', 1.4990231278488864e-12]","['aumento', 1.5060175329040248e-12]"
rey,"['rey', 0]","['pregunta', 1.5624168625549828e-12]","['mensa', 2.42994513399708e-12]","['digo', 3.4973135498717056e-12]","['zonas', 3.5192959657592837e-12]"
soñando,"['soñando', 0]","['celebrando', 1.1102230246251565e-16]","['caiga', 2.220446049250313e-15]","['sacarte', 4.3298697960381105e-15]","['disfraz', 7.216449660063518e-15]"
totalmente,"['totalmente', 0]","['tí', 2.7056135110115065e-13]","['pobreza', 4.808375919651553e-13]","['Quizás', 4.82280881897168e-13]","['unidad', 1.0859091403858656e-12]"
veremos,"['veremos', 0]","['construido', 8.282263763703668e-14]","['bajas', 1.1290968160437842e-13]","['mental', 1.8685053504441385e-13]","['mirada', 2.793321129956894e-13]"
rato,"['rato', 0]","['progreso', 5.440092820663267e-15]","['che', 2.1649348980190553e-14]","['suena', 8.626432901337466e-14]","['legales', 8.659739592076221e-14]"
vergüenza.,"['vergüenza.', 0]","['….', 0]","['🇲🇽.', 0]","['vergüenza,', 1.5497183536439252e-09]","['“la', 1.041068609097806e-08]"
conocer,"['conocer', 0]","['Estaba', 1.2567724638756772e-13]","['energía', 3.131606085560179e-12]","['capital', 4.537148434735627e-12]","['Siempre', 6.131206653492427e-12]"
"que,","['que,', 0]","['no?', 4.3077076317121765e-07]","['el,', 4.629568257641381e-07]","['¿y', 1.3427575016322635e-06]","['y,', 1.8481914781931508e-06]"
Después,"['Después', 0]","['papel', 7.155387393709134e-13]","['debido', 7.172040739078511e-13]","['seguir', 1.6148193893172902e-12]","['vista', 2.87259105391513e-12]"
perdón,"['perdón', 0]","['corrupción', 2.3314683517128287e-15]","['irte', 9.769962616701378e-15]","['dejando', 6.117328865684613e-14]","['logro', 8.770761894538737e-14]"
autoridades,"['autoridades', 0]","['difícil', 1.4876988529977098e-13]","['superior', 2.3753221611855224e-12]","['acción', 2.386424391431774e-12]","['hija', 3.730793451950376e-12]"
diario,"['diario', 0]","['capacitación', 8.548717289613705e-15]","['loca', 2.141620214501927e-13]","['sencillo', 3.0941915696303113e-13]","['1985', 1.0343947920432583e-12]"
nación,"['nación', 0]","['metro', 3.4083846855992306e-14]","['lago', 6.0285110237146e-14]","['hubiese', 6.050715484207103e-14]","['doce', 1.851852005074761e-13]"
poder.,"['poder.', 0]","['dinero.', 1.2562241136215846e-08]","['niños,', 2.235296792107988e-08]","['total.', 3.12691012305244e-07]","['gracias!', 4.6169805312246126e-07]"
vayas,"['vayas', 0]","['encargado', 5.551115123125783e-15]","['prioridad', 2.1871393585115584e-14]","['temprano', 8.748557434046234e-14]","['bonito', 5.45785638905727e-13]"
preocupa,"['preocupa', 0]","['LAS', 2.298161660974074e-14]","['compartir', 5.1514348342607263e-14]","['gira', 9.170442183403793e-14]","['plena', 2.0583534876550402e-13]"
