,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
995,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@msalinas21
996,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@mario_delgado
997,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CitlaHM
998,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@JAlejandroPenaV
999,"['vuestro', array([4.000e+00, 9.345e+03, 5.000e+00]), 4.530820163495264e-13]","['vuestra', array([4.000e+00, 9.373e+03, 5.000e+00]), 5.995204332975845e-13]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 5.964784222101116e-12]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 5.964784222101116e-12]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 5.964784222101116e-12]","['fueran', array([4.000e+00, 9.285e+03, 5.000e+00]), 1.4469980769149515e-11]","['hayas', array([4.000e+00, 9.162e+03, 5.000e+00]), 1.0713196996192664e-10]","['tendremos', array([4.000e+00, 9.153e+03, 5.000e+00]), 1.1742695704697326e-10]","['tendrás', array([4.000e+00, 9.063e+03, 5.000e+00]), 2.4802038200988363e-10]","['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 6.963686294270133e-10]",Pinches
1000,"['serían', array([4.0000e+00, 1.0253e+04, 5.0000e+00]), 7.438494264988549e-15]","['hubieran', array([4.0000e+00, 1.0358e+04, 5.0000e+00]), 2.0818013979351235e-11]","['fué', array([4.0000e+00, 1.0564e+04, 5.0000e+00]), 1.71259006975788e-10]","['teníamos', array([4.0000e+00, 1.0595e+04, 5.0000e+00]), 2.0565349423407042e-10]","['habías', array([4.0000e+00, 1.0603e+04, 5.0000e+00]), 2.150052358373955e-10]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 2.4090507366736347e-10]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 2.4090507366736347e-10]","['estando', array([4.0000e+00, 1.0663e+04, 5.0000e+00]), 2.9124380684919515e-10]","['seré', array([4.0000e+00, 1.0872e+04, 5.0000e+00]), 6.364809790326831e-10]","['seré', array([4.0000e+00, 1.0872e+04, 5.0000e+00]), 6.364809790326831e-10]",universidades
1001,"['ti', array([   4., 1248.,    5.]), 3.369315937362671e-11]","['te', array([   4., 1240.,    5.]), 8.532327067101164e-10]","['está', array([   4., 1266.,    5.]), 2.0954817880891596e-09]","['le', array([   4., 1232.,    5.]), 2.8004917274060404e-09]","['sobre', array([   4., 1269.,    5.]), 2.9410021085141125e-09]","['ten', array([   4., 1231.,    5.]), 3.125372516343816e-09]","['ten', array([   4., 1231.,    5.]), 3.125372516343816e-09]","['ten', array([   4., 1231.,    5.]), 3.125372516343816e-09]","['ten', array([   4., 1231.,    5.]), 3.125372516343816e-09]","['más', array([   4., 1216.,    5.]), 1.025654483566285e-08]","patito,"
1002,"['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 1.4250689517325554e-10]","['somos', array([4.000e+00, 4.107e+03, 5.000e+00]), 1.555841011580128e-10]","['serán', array([4.000e+00, 4.105e+03, 5.000e+00]), 1.6927181878401143e-10]","['tenga', array([4.000e+00, 4.058e+03, 5.000e+00]), 6.648706030176754e-10]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 9.365097586311322e-10]","['estuvi', array([4.000e+00, 4.019e+03, 5.000e+00]), 1.340448974040953e-09]","['estuvi', array([4.000e+00, 4.019e+03, 5.000e+00]), 1.340448974040953e-09]","['estad', array([   4., 4000.,    5.]), 1.760922407889609e-09]","['estad', array([   4., 4000.,    5.]), 1.760922407889609e-09]","['estad', array([   4., 4000.,    5.]), 1.760922407889609e-09]",nomás
1003,"['tendrás', array([4.000e+00, 9.063e+03, 5.000e+00]), 8.966938302990002e-12]","['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 5.845590678177359e-11]","['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 5.845590678177359e-11]","['tendremos', array([4.000e+00, 9.153e+03, 5.000e+00]), 6.251699158354995e-11]","['hayas', array([4.000e+00, 9.162e+03, 5.000e+00]), 7.043732264122582e-11]","['estuve', array([4.000e+00, 8.791e+03, 5.000e+00]), 1.553231987472259e-10]","['fueran', array([4.000e+00, 9.285e+03, 5.000e+00]), 2.2317969694540807e-10]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 2.4294877221109346e-10]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 2.4294877221109346e-10]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 2.4294877221109346e-10]",regalando
1004,"['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 5.601519248443765e-12]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 5.601519248443765e-12]","['serían', array([4.0000e+00, 1.0253e+04, 5.0000e+00]), 3.2306635144863094e-10]","['hubieran', array([4.0000e+00, 1.0358e+04, 5.0000e+00]), 5.040273753920133e-10]","['vuestra', array([4.000e+00, 9.373e+03, 5.000e+00]), 5.515926604360288e-10]","['vuestro', array([4.000e+00, 9.345e+03, 5.000e+00]), 6.216730463748377e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 7.130279700007236e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 7.130279700007236e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 7.130279700007236e-10]","['fueran', array([4.000e+00, 9.285e+03, 5.000e+00]), 7.876022056763077e-10]",papeles
1005,"['fueras', array([4.0000e+00, 1.2758e+04, 5.0000e+00]), 3.2014391138091014e-12]","['habiendo', array([4.0000e+00, 1.2589e+04, 5.0000e+00]), 8.850253863101898e-12]","['estáis', array([4.0000e+00, 1.2567e+04, 5.0000e+00]), 1.2992718012583282e-11]","['habrían', array([4.0000e+00, 1.3021e+04, 5.0000e+00]), 8.023492981124036e-11]","['nosotras', array([4.0000e+00, 1.3115e+04, 5.0000e+00]), 1.310944686139237e-10]","['tengamos', array([4.0000e+00, 1.2287e+04, 5.0000e+00]), 1.3958978417605294e-10]","['hubieras', array([4.0000e+00, 1.2246e+04, 5.0000e+00]), 1.7026446919032878e-10]","['estuviste', array([4.000e+00, 1.349e+04, 5.000e+00]), 4.429543398742908e-10]","['estuviste', array([4.000e+00, 1.349e+04, 5.000e+00]), 4.429543398742908e-10]","['vuestros', array([4.0000e+00, 1.3573e+04, 5.0000e+00]), 5.335594188693449e-10]","coneviencia,"
1006,"['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 5.032008143501798e-11]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 7.983125271948666e-11]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 3.13779402461023e-09]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 4.0629497544131254e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 5.49812895211943e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 5.49812895211943e-09]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 7.865606499457556e-09]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 9.863574734758629e-09]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 1.1015124812274735e-08]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 1.4390380331796848e-08]",muestra
1007,"['estuvieras', array([4.0000e+00, 1.8771e+04, 5.0000e+00]), 2.375877272697835e-14]","['tuvieran', array([4.0000e+00, 1.8217e+04, 5.0000e+00]), 5.1567861092394196e-11]","['suyas', array([4.0000e+00, 1.9403e+04, 5.0000e+00]), 6.417533171543255e-11]","['estuvimos', array([4.000e+00, 1.941e+04, 5.000e+00]), 6.553069198389494e-11]","['estarían', array([4.0000e+00, 1.8026e+04, 5.0000e+00]), 9.632594721864507e-11]","['tuvieras', array([4.0000e+00, 1.9668e+04, 5.0000e+00]), 1.244347958007097e-10]","['estuvieran', array([4.0000e+00, 1.7632e+04, 5.0000e+00]), 2.380011743241539e-10]","['tendrían', array([4.0000e+00, 1.7631e+04, 5.0000e+00]), 2.3845070362682463e-10]","['tuyos', array([4.000e+00, 2.038e+04, 5.000e+00]), 3.685463045854931e-10]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 3.803424242221354e-10]",doctorados
1008,"['suyo', array([4.000e+00, 8.136e+03, 5.000e+00]), 4.773959005888173e-15]","['tuviera', array([4.000e+00, 8.115e+03, 5.000e+00]), 2.275513111271721e-12]","['tuviera', array([4.000e+00, 8.115e+03, 5.000e+00]), 2.275513111271721e-12]","['tuya', array([4.000e+00, 8.037e+03, 5.000e+00]), 4.793332397667882e-11]","['fuiste', array([4.000e+00, 8.024e+03, 5.000e+00]), 6.140443709057308e-11]","['fuiste', array([4.000e+00, 8.024e+03, 5.000e+00]), 6.140443709057308e-11]","['estarán', array([4.000e+00, 8.314e+03, 5.000e+00]), 1.4033019191117546e-10]","['estábamos', array([4.000e+00, 8.372e+03, 5.000e+00]), 2.439506374685152e-10]","['suya', array([4.000e+00, 8.536e+03, 5.000e+00]), 6.764904192380072e-10]","['estuviera', array([4.000e+00, 7.764e+03, 5.000e+00]), 7.146134795021908e-10]",Nuevo
1009,"['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 2.078071048572383e-11]","['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 2.078071048572383e-11]","['tendrás', array([4.000e+00, 9.063e+03, 5.000e+00]), 3.698530370854769e-11]","['estuve', array([4.000e+00, 8.791e+03, 5.000e+00]), 8.790590477758542e-11]","['tendremos', array([4.000e+00, 9.153e+03, 5.000e+00]), 1.2086442957581767e-10]","['hayas', array([4.000e+00, 9.162e+03, 5.000e+00]), 1.3178480529063563e-10]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.5624379567924507e-10]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.5624379567924507e-10]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 1.5624379567924507e-10]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 2.452923419937747e-10]",León.
1010,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@albertobatun_
1011,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@GabyJimenezMX
1012,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@Hugo_Alday
1013,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@AnahiGonzalezQR
1014,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@_BrendaEspinoza
1015,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@TransformarQRoo
1016,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@MaraLezama
1017,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@msalinas21
1018,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@mario_delgado
1019,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CitlaHM
1020,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@JAlejandroPenaV
1021,"['tuviéramos', array([4.000e+00, 2.868e+04, 5.000e+00]), 4.624289839938456e-11]","['habrás', array([4.0000e+00, 2.7977e+04, 5.0000e+00]), 1.1593093152129086e-10]","['tuyas', array([4.000e+00, 2.711e+04, 5.000e+00]), 2.541722388116341e-10]","['habríamos', array([4.0000e+00, 2.6968e+04, 5.0000e+00]), 2.8298563492512585e-10]","['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 4.83179829480207e-10]","['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 1.3584033897728887e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.4250589597253338e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.4250589597253338e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.4250589597253338e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.4250589597253338e-09]","Diputado,póngase"
